REF_DATE,GEO,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (acres),Seeded area (hectares),Total farm value (dollars)
1968,NB,Buckwheat,51,2055,1850,2200,900,95
1968,NB,Corn for silage,0,0,0,0,0,0
1968,NB,Mixed grains,47,2255,7100,7800,3150,333
1968,NB,Oats,54,1690,45100,66000,26700,2427
1968,NB,Tame hay,19,4400,387000,217000,88000,7366
1968,NB,"Wheat, all",58,2240,5150,5700,2300,299
1968,NS,Barley,57,2425,7400,7500,3050,425
1968,NS,Corn for silage,0,0,0,0,0,0
1968,NS,Mixed grains,51,2515,11200,11000,4450,575
1968,NS,Oats,55,1825,17700,24000,9700,975
1968,NS,"Rye, all",0,0,0,0,0,0
1968,NS,Tame hay,19,4270,350000,203000,82000,6659
1968,NS,"Wheat, all",59,2760,2900,2600,1050,171
1968,ON,Barley,49,2925,355300,300000,121400,17299
1968,ON,"Beans, all dry (white and coloured)",184,1200,43700,90000,36400,8025
1968,ON,Buckwheat,54,1435,8750,15000,6100,474
1968,ON,Corn for grain,49,5335,2006000,930000,376000,97907
1968,ON,Corn for silage,6.8,29190,5897000,500000,202000,40300
1968,ON,Flaxseed,117,1040,2550,6000,2450,299
1968,ON,Mixed grains,43,3105,1056200,840000,339900,45535
1968,ON,Oats,50,2275,883900,960000,388500,44130
1968,ON,"Peas, dry",111,1335,1600,3000,1200,177
1968,ON,"Rye, all",42,1740,36500,52000,21000,1550
1968,ON,Soybeans,90,2060,245700,295000,119400,22026
1968,ON,Tame hay,18.1,5520,7253000,3250000,1315000,131118
1968,ON,"Wheat, all",66,2790,414100,366000,148500,27526
1968,ON,"Wheat, spring",67,1800,8100,11000,4500,539
1968,ON,"Wheat, winter remaining",66,2820,406000,,,26987
1968,PP,Barley,37,1945,6553000,8330000,3371000,240550
1968,PP,Canola (rapeseed),81,1035,440000,1052000,425700,35472
1968,PP,Corn for silage,8.3,10700,167000,35300,14200,1380
1968,PP,Flaxseed,113,805,490200,1502000,608000,55475
1968,PP,Mixed grains,37,1995,545000,676000,273500,19936
1968,PP,Oats,33,1780,3840000,5340000,2160000,126580
1968,PP,"Peas, dry",87,1255,24000,47000,19100,2099
1968,PP,"Rye, all",40,1155,289100,619000,250400,11626
1968,PP,Sugar beets,19.3,29300,811600,68285,27700,15667
1968,PP,Tame hay,24.7,2900,5533000,4780000,1940000,136590
1968,PP,"Wheat, all",49,1465,17120000,28860000,11679000,836326
1968,PEI,Barley,49,2975,22900,19000,7700,1116
1968,PEI,Corn for silage,0,0,0,0,0,0
1968,PEI,Mixed grains,43,2920,62500,53000,21400,2665
1968,PEI,Oats,50,2095,61050,72000,29150,3049
1968,PEI,Tame hay,15.5,4600,308000,166000,67000,4760
1968,PEI,"Wheat, all",60,2480,2850,2800,1150,172
1968,QU,Barley,55,2060,17100,20400,8300,944
1968,QU,"Beans, all dry (white and coloured)",149,1285,450,900,350,67
1968,QU,Buckwheat,55,1365,8450,15400,6200,466
1968,QU,Corn for grain,53,5295,68300,31800,12900,3627
1968,QU,Corn for silage,9.7,27520,1021000,91700,37100,9900
1968,QU,Flaxseed,122,1030,6500,15600,6300,794
1968,QU,Mixed grains,58,2190,85200,96200,38900,4926
1968,QU,Oats,54,1625,585400,891000,360600,31504
1968,QU,"Peas, dry",130,1275,700,1300,550,91
1968,QU,"Rye, all",46,1540,2000,3200,1300,91
1968,QU,Sugar beets,17.6,40200,184700,11381,4600,3256
1968,QU,Tame hay,18.1,4420,5490000,3072000,1243000,99555
1968,QU,"Wheat, all",64,1860,22900,30400,12300,1465
1968,SK,Barley,36,1715,1742000,2510000,1016000,62400
1968,SK,Canola (rapeseed),81,1095,226800,511000,206800,18400
1968,SK,Corn for silage,13.6,652,15000,5800,2300,204
1968,SK,Flaxseed,114,725,116800,397000,161000,13340
1968,SK,Mixed grains,40,1720,95900,138000,55800,3854
1968,SK,Mustard seed,95,1010,130600,320000,129500,12384
1968,SK,Oats,32,1565,1141000,1800000,728000,36260
1968,SK,"Peas, dry",65,2000,800,1000,400,52
1968,SK,"Rye, all",40,1055,164900,385000,156000,6630
1968,SK,"Rye, fall remaining",40,1070,142000,,,5712
1968,SK,"Rye, spring",40,995,22900,57000,23000,918
1968,SK,Sunflower seed,80,300,300,2500,1000,24
1968,SK,Tame hay,23.7,2620,1179000,1100000,450000,27950
1968,SK,"Wheat, all",49,1315,10125000,19000000,7689000,499947
1969,AB,Barley,28,2150,4267000,4900000,1983000,121520
1969,AB,Buckwheat,93,815,3300,10000,4050,306
1969,AB,Canola (rapeseed),102,805,265400,816000,330200,27144
1969,AB,Corn for silage,0,0,0,0,0,0
1969,AB,Flaxseed,101,880,160000,450000,182000,16128
1969,AB,Mixed grains,30,2125,326600,380000,153800,9920
1969,AB,Mustard seed,88,1125,22700,50000,20200,2000
1969,AB,Oats,34,1965,1511000,1900000,769000,51940
1969,AB,"Peas, dry",97,1820,9650,13000,5300,935
1969,AB,"Rye, all",34,1225,89400,180000,73000,3080
1969,AB,"Rye, fall remaining",34,1185,64000,,,2200
1969,AB,"Rye, spring",35,1335,25400,47000,19000,880
1969,AB,Sugar beets,20.3,33300,523100,38867,15700,10644
1969,AB,Sunflower seed,0,0,0,0,0,0
1969,AB,Tame hay,24.5,3100,3629000,2900000,1170000,89000
1969,AB,"Wheat, all",43,1775,3810000,5300000,2144000,163800
1969,BC,Barley,33,1675,115400,170000,68800,3816
1969,BC,Canola (rapeseed),103,675,2700,10000,4000,278
1969,BC,Corn for silage,10.4,42440,191000,11000,4500,1983
1969,BC,Flaxseed,104,715,250,900,350,26
1969,BC,Mixed grains,52,2490,6100,6000,2450,315
1969,BC,Oats,32,1855,57100,76000,30800,1813
1969,BC,"Peas, dry",65,1650,1650,2400,1000,108
1969,BC,"Rye, all",36,2500,2500,2500,1000,89
1969,BC,Tame hay,30.3,6050,1089000,445000,180000,33000
1969,BC,"Wheat, all",44,1525,92500,150000,60700,4080
1969,CA,Barley,31,2135,8082800,9358300,3787950,247244
1969,CA,"Beans, all dry (white and coloured)",154,1460,53100,90000,36400,8200
1969,CA,Buckwheat,70,915,37350,101000,40900,2605
1969,CA,Canola (rapeseed),101,930,760300,2022000,818200,76772
1969,CA,Corn for grain,52,4720,1883200,987200,399100,97262
1969,CA,Corn for silage,7.3,27700,7780000,692300,280600,56854
1969,CA,Flaxseed,101,750,712400,2340700,947350,72042
1969,CA,Mixed grains,40,2525,1792550,1752700,709350,71376
1969,CA,Mustard seed,79,1085,117000,267000,108000,9250
1969,CA,Oats,38,1855,5473100,7298000,2952900,208202
1969,CA,"Peas, dry",79,1180,34650,72600,29400,2733
1969,CA,"Rye, all",35,1120,385700,848500,343700,13511
1969,CA,"Rye, fall remaining",35,1115,342300,,,12029
1969,CA,"Rye, spring",34,1200,43400,90000,36200,1482
1969,CA,Soybeans,89,1600,208600,322000,130300,18624
1969,CA,Sugar beets,19.4,30500,978100,79227,32100,18970
1969,CA,Sunflower seed,121,795,15400,48000,19400,1870
1969,CA,Tame hay,20.2,4500,22316000,12138000,4908000,450977
1969,CA,"Wheat, all",47,1810,18267950,24961500,10101600,852385
1969,MA,Barley,32,1880,914000,1200000,486000,28980
1969,MA,Buckwheat,80,700,14150,50000,20200,1138
1969,MA,Canola (rapeseed),106,1000,79400,196000,79300,8400
1969,MA,Corn for grain,54,2085,2500,3000,1200,135
1969,MA,Corn for silage,7.7,15270,142000,23000,9300,1099
1969,MA,Flaxseed,101,580,259100,1100000,445000,26214
1969,MA,Mixed grains,31,1885,144900,190000,76900,4544
1969,MA,Mustard seed,75,905,13600,37000,15000,1020
1969,MA,Oats,35,1720,1064000,1530000,619000,37260
1969,MA,"Peas, dry",69,970,20400,52000,21000,1402
1969,MA,"Rye, all",34,1140,75500,163000,66200,2573
1969,MA,"Rye, fall remaining",34,1140,74000,,,2523
1969,MA,"Rye, spring",33,1250,1500,3000,1200,50
1969,MA,Sugar beets,19.1,24700,311300,31062,12600,5937
1969,MA,Sunflower seed,121,795,15400,48000,19400,1870
1969,MA,Tame hay,18.2,4310,1724000,1000000,400000,31350
1969,MA,"Wheat, all",46,1720,1742000,2500000,1012000,79360
1969,MP,Barley,48,2635,47800,44900,18150,2288
1969,MP,Mixed grains,41,2860,91850,79200,32100,3785
1969,MP,Oats,48,1975,120600,151000,61100,5802
1969,MP,Tame hay,18.9,4200,917000,539000,218000,17334
1969,MP,"Wheat, all",55,2520,12850,12600,5100,702
1969,NB,Barley,49,2200,8900,10000,4050,438
1969,NB,Buckwheat,50,1780,1600,2200,900,80
1969,NB,Corn for silage,0,0,0,0,0,0
1969,NB,Mixed grains,43,2465,8500,8500,3450,363
1969,NB,Oats,47,1750,46000,65000,26300,2178
1969,NB,Tame hay,20.4,4020,330000,202000,82000,6734
1969,NB,"Wheat, all",53,2205,4300,4800,1950,229
1969,NS,Barley,53,2530,9100,8900,3600,480
1969,NS,Corn for silage,0,0,0,0,0,0
1969,NS,Mixed grains,47,2610,11350,10700,4350,529
1969,NS,Oats,55,1980,16850,21000,8500,928
1969,NS,"Rye, all",0,0,0,0,0,0
1969,NS,Tame hay,19.8,4160,316000,189000,76000,6264
1969,NS,"Wheat, all",55,2910,4950,4200,1700,272
1969,ON,Barley,48,2690,342900,315000,127500,16380
1969,ON,"Beans, all dry (white and coloured)",154,1460,52600,89000,36000,8119
1969,ON,Buckwheat,56,1320,7250,13500,5500,408
1969,ON,Corn for grain,52,4720,1784000,935000,378000,91986
1969,ON,Corn for silage,6.8,28420,6337000,550000,223000,43097
1969,ON,Flaxseed,106,960,1150,3000,1200,122
1969,ON,Mixed grains,43,2950,1021000,855000,346000,44016
1969,ON,Oats,49,2010,651400,800000,323700,31680
1969,ON,"Peas, dry",109,1050,1050,2500,1000,114
1969,ON,"Rye, all",45,1640,39900,60000,24300,1776
1969,ON,Soybeans,89,1600,208600,322000,130300,18624
1969,ON,Tame hay,18.2,6140,7830000,3150000,1275000,142412
1969,ON,"Wheat, all",63,2650,396600,369300,149800,25206
1969,ON,"Wheat, spring",63,1735,6600,9300,3800,419
1969,ON,"Wheat, winter remaining",64,2670,390000,,,24787
1969,PP,Barley,30,2120,7554000,8800000,3562000,223530
1969,PP,Canola (rapeseed),101,930,757600,2012000,814200,76494
1969,PP,Corn for silage,7.7,12600,160000,28000,11300,1239
1969,PP,Flaxseed,101,750,706100,2320000,939000,71383
1969,PP,Mixed grains,31,2055,585800,705000,285300,18272
1969,PP,Oats,35,1880,4133000,5430000,2197000,142730
1969,PP,"Peas, dry",77,1155,31250,66700,27000,2421
1969,PP,"Rye, all",34,1075,341400,783000,317200,11560
1969,PP,Sugar beets,19.9,29500,834400,69929,28300,16581
1969,PP,Tame hay,22.6,3300,6868000,5100000,2060000,155420
1969,PP,"Wheat, all",46,1795,17745000,24400000,9874000,821080
1969,PEI,Barley,46,2840,29800,26000,10500,1370
1969,PEI,Corn for silage,0,0,0,0,0,0
1969,PEI,Mixed grains,40,2965,72000,60000,24300,2893
1969,PEI,Oats,47,2195,57750,65000,26300,2696
1969,PEI,Tame hay,16,4520,271000,148000,60000,4336
1969,PEI,"Wheat, all",56,2485,3600,3600,1450,201
1969,QU,Barley,54,1975,22700,28400,11500,1230
1969,QU,"Beans, all dry (white and coloured)",162,1250,500,1000,400,81
1969,QU,Buckwheat,56,1185,7350,15300,6200,408
1969,QU,Corn for grain,53,4860,96700,49200,19900,5141
1969,QU,Corn for silage,9.6,26120,1092000,103300,41800,10535
1969,QU,Flaxseed,104,720,4900,16800,6800,511
1969,QU,Mixed grains,57,2020,87800,107500,43500,4988
1969,QU,Oats,51,1500,511000,841000,340300,26177
1969,QU,"Peas, dry",129,1750,700,1000,400,90
1969,QU,"Rye, all",45,1585,1900,3000,1200,86
1969,QU,Sugar beets,16.6,37800,143700,9298,3800,2389
1969,QU,Tame hay,18.3,4780,5612000,2904000,1175000,102811
1969,QU,"Wheat, all",63,1750,21000,29600,12000,1317
1969,SK,Barley,31,2170,2373000,2700000,1093000,73030
1969,SK,Buckwheat,72,915,3700,10000,4050,265
1969,SK,Canola (rapeseed),99,1020,412800,1000000,404700,40950
1969,SK,Corn for silage,7.8,900,18000,5000,2000,140
1969,SK,Flaxseed,101,920,287000,770000,312000,29041
1969,SK,Mixed grains,33,2095,114300,135000,54600,3808
1969,SK,Mustard seed,77,1110,80700,180000,72800,6230
1969,SK,Oats,34,1925,1558000,2000000,809000,53530
1969,SK,"Peas, dry",70,1715,1200,1700,700,84
1969,SK,"Rye, all",33,990,176500,440000,178000,5907
1969,SK,"Rye, fall remaining",33,990,160000,,,5355
1969,SK,"Rye, spring",33,1030,16500,40000,16000,552
1969,SK,Sunflower seed,0,0,0,0,0,0
1969,SK,Tame hay,23.1,3090,1515000,1200000,490000,35070
1969,SK,"Wheat, all",47,1815,12193000,16600000,6718000,577920
1970,AB,Barley,32,2260,4115000,4500000,1821000,130410
1970,AB,Buckwheat,66,970,7850,20000,8100,522
1970,AB,Canola (rapeseed),101,985,578300,1450000,586800,58650
1970,AB,Corn for silage,0,0,0,0,0,0
1970,AB,Flaxseed,88,1025,269300,650000,263000,23744
1970,AB,Mixed grains,34,2355,428600,450000,182100,14700
1970,AB,Mustard seed,99,990,22100,55000,22300,2192
1970,AB,Oats,36,2175,1804000,2600000,1053000,64350
1970,AB,"Peas, dry",98,1635,11950,18000,7300,1166
1970,AB,"Rye, all",36,1455,132200,225000,91000,4784
1970,AB,"Rye, fall remaining",36,1480,117000,,,4232
1970,AB,"Rye, spring",36,1265,15200,30000,12000,552
1970,AB,Sugar beets,18.2,31900,474900,36733,14900,8648
1970,AB,Sunflower seed,75,650,650,2500,1000,49
1970,AB,Tame hay,22,4080,5625000,3400000,1380000,124000
1970,AB,"Wheat, all",50,1860,1959000,2600000,1052000,97200
1970,BC,Barley,38,1795,130600,180000,72800,4980
1970,BC,Canola (rapeseed),101,940,9100,24000,9700,920
1970,BC,Corn for silage,10.4,42040,206000,12000,4900,2145
1970,BC,Flaxseed,90,1000,100,300,100,9
1970,BC,Mixed grains,53,2395,6350,6500,2650,335
1970,BC,Oats,38,1905,46300,60000,24300,1740
1970,BC,"Peas, dry",62,1320,1450,2600,1100,90
1970,BC,"Rye, all",35,2375,1900,2000,800,67
1970,BC,Tame hay,30,5840,1179000,500000,202000,35425
1970,BC,"Wheat, all",49,1700,51700,75000,30400,2508
1970,CA,Barley,35,2220,8889250,9893900,4003250,307415
1970,CA,"Beans, all dry (white and coloured)",209,1520,50550,82100,33250,10589
1970,CA,Buckwheat,62,1000,62000,153200,62000,3873
1970,CA,Canola (rapeseed),103,1000,1646500,4074000,1648700,169099
1970,CA,Corn for grain,54,5280,2633800,1233800,499000,142297
1970,CA,Corn for silage,7.3,30300,8910000,725900,294100,65289
1970,CA,Flaxseed,87,910,1218400,3313400,1340400,105963
1970,CA,Mixed grains,41,2555,2026200,1958600,792600,83286
1970,CA,Mustard seed,83,1050,85200,200000,81000,7095
1970,CA,Oats,39,1955,5444300,8122000,3289000,211438
1970,CA,"Peas, dry",78,1265,44050,85900,34800,3427
1970,CA,"Rye, all",35,1425,479800,831500,336700,16879
1970,CA,"Rye, fall remaining",35,1440,448400,,,15778
1970,CA,"Rye, spring",35,1265,31400,62000,24800,1101
1970,CA,Soybeans,102,2085,282600,335000,135600,28870
1970,CA,Sugar beets,17.8,29900,831800,68771,27800,14789
1970,CA,Sunflower seed,134,880,25150,70500,28500,3367
1970,CA,Tame hay,21,4700,24455000,12978000,5258000,512731
1970,CA,"Wheat, all",53,1785,9023050,12483400,5053000,476614
1970,MA,Barley,34,1830,1110000,1500000,607000,37740
1970,MA,Buckwheat,64,940,30500,80000,32400,1960
1970,MA,Canola (rapeseed),102,1010,163300,400000,161900,16704
1970,MA,Corn for grain,58,2570,3600,3500,1400,210
1970,MA,Corn for silage,7.7,13460,109000,20000,8100,840
1970,MA,Flaxseed,87,655,292100,1100000,445000,25530
1970,MA,Mixed grains,35,1855,187800,250000,101200,6532
1970,MA,Mustard seed,81,940,9500,25000,10100,766
1970,MA,Oats,37,1600,817000,1350000,546800,30210
1970,MA,"Peas, dry",68,1140,27750,60000,24300,1897
1970,MA,"Rye, all",34,1365,72000,130000,52800,2469
1970,MA,"Rye, fall remaining",34,1365,71000,,,2436
1970,MA,"Rye, spring",33,1250,1000,2000,800,33
1970,MA,Sugar beets,18.9,21100,196100,23022,9300,3700
1970,MA,Sunflower seed,138,895,23600,65000,26300,3250
1970,MA,Tame hay,16.5,4300,2023000,1160000,470000,33450
1970,MA,"Wheat, all",52,1465,830000,1400000,567000,43310
1970,MP,Barley,51,2075,39750,47500,19150,2023
1970,MP,Mixed grains,46,2235,75150,83200,33650,3429
1970,MP,Oats,51,1630,87800,133000,53800,4452
1970,MP,Tame hay,20,4200,843000,493000,199000,16864
1970,MP,"Wheat, all",55,2595,15050,14300,5800,833
1970,NB,Barley,51,2045,7150,8700,3500,367
1970,NB,Buckwheat,52,1815,1450,2000,800,76
1970,NB,Corn for silage,0,0,0,0,0,0
1970,NB,Mixed grains,44,2010,8150,10000,4050,360
1970,NB,Oats,48,1505,35250,58000,23450,1691
1970,NB,Tame hay,21,4280,308000,179000,72000,6460
1970,NB,"Wheat, all",53,2160,3350,3800,1550,177
1970,NS,Barley,56,2340,8300,8800,3550,462
1970,NS,Corn for silage,0,0,0,0,0,0
1970,NS,Mixed grains,47,2405,8900,9200,3700,420
1970,NS,Oats,55,1755,13500,19000,7700,736
1970,NS,"Rye, all",0,0,0,0,0,0
1970,NS,Tame hay,21.5,4090,286000,173000,70000,6142
1970,NS,"Wheat, all",56,3190,6700,5200,2100,378
1970,ON,Barley,50,2785,377800,335000,135600,18741
1970,ON,"Beans, all dry (white and coloured)",210,1525,50000,81000,32800,10501
1970,ON,Buckwheat,57,1315,5250,10000,4000,300
1970,ON,Corn for grain,54,5340,2429000,1125000,455000,130050
1970,ON,Corn for silage,6.8,31120,7250000,575000,233000,49231
1970,ON,Flaxseed,106,1065,850,2000,800,90
1970,ON,Mixed grains,44,3055,1088500,880000,356100,47995
1970,ON,Oats,51,2220,601400,670000,271100,30415
1970,ON,"Peas, dry",107,1190,950,2000,800,102
1970,ON,"Rye, all",40,1755,44100,62000,25100,1753
1970,ON,Soybeans,102,2085,282600,335000,135600,28870
1970,ON,Tame hay,19,5720,6940000,3000000,1214000,131962
1970,ON,"Wheat, all",63,2920,431300,364000,147600,26952
1970,ON,"Wheat, spring",63,2030,7300,9000,3600,459
1970,ON,"Wheat, winter remaining",62,2945,424000,,,26493
1970,PP,Barley,34,2210,8317000,9300000,3763000,280330
1970,PP,Canola (rapeseed),103,1000,1637400,4050000,1639000,168179
1970,PP,Corn for silage,7.7,11200,120000,24000,9700,924
1970,PP,Flaxseed,87,910,1214200,3300000,1335000,105557
1970,PP,Mixed grains,35,2175,769500,875000,354100,26557
1970,PP,Oats,35,2005,4271000,6500000,2632600,151270
1970,PP,"Peas, dry",77,1265,41200,80500,32600,3175
1970,PP,"Rye, all",35,1395,432400,765000,309800,14993
1970,PP,Sugar beets,18.4,27700,671000,59755,24200,12348
1970,PP,Tame hay,21,4100,10188000,6160000,2500000,213450
1970,PP,"Wheat, all",52,1750,8504000,12000000,4857000,445010
1970,PEI,Barley,49,2010,24300,30000,12100,1194
1970,PEI,Corn for silage,0,0,0,0,0,0
1970,PEI,Mixed grains,46,2245,58100,64000,25900,2649
1970,PEI,Oats,52,1725,39050,56000,22650,2025
1970,PEI,Tame hay,17.1,4370,249000,141000,57000,4262
1970,PEI,"Wheat, all",56,2325,5000,5300,2150,278
1970,QU,Barley,56,1900,24100,31400,12700,1341
1970,QU,"Beans, all dry (white and coloured)",160,1220,550,1100,450,88
1970,QU,Buckwheat,57,1165,7700,16200,6600,441
1970,QU,Corn for grain,60,4725,201200,105300,42600,12037
1970,QU,Corn for silage,9.7,28690,1334000,114900,46500,12989
1970,QU,Flaxseed,94,720,3250,11100,4500,307
1970,QU,Mixed grains,57,1880,86700,113900,46100,4970
1970,QU,Oats,54,1425,437800,759000,307200,23561
1970,QU,"Peas, dry",133,1500,450,800,300,60
1970,QU,"Rye, all",47,1400,1400,2500,1000,66
1970,QU,Sugar beets,15.2,44700,160800,9016,3600,2441
1970,QU,Tame hay,21.7,4640,5305000,2825000,1143000,115030
1970,QU,"Wheat, all",62,1720,21000,30100,12200,1311
1970,SK,Barley,36,2315,3092000,3300000,1335000,112180
1970,SK,Buckwheat,62,915,9250,25000,10100,574
1970,SK,Canola (rapeseed),104,1005,895800,2200000,890300,92825
1970,SK,Corn for silage,7.6,688,11000,4000,1600,84
1970,SK,Flaxseed,86,1040,652800,1550000,627000,56283
1970,SK,Mixed grains,35,2160,153100,175000,70800,5325
1970,SK,Mustard seed,77,1105,53600,120000,48600,4137
1970,SK,Oats,34,2090,1650000,2550000,1032800,56710
1970,SK,"Peas, dry",75,1500,1500,2500,1000,112
1970,SK,"Rye, all",34,1375,228200,410000,166000,7740
1970,SK,"Rye, fall remaining",34,1385,213000,,,7224
1970,SK,"Rye, spring",34,1265,15200,30000,12000,516
1970,SK,Sunflower seed,76,750,900,3000,1200,68
1970,SK,Tame hay,22,3910,2540000,1600000,650000,56000
1970,SK,"Wheat, all",53,1765,5715000,8000000,3238000,304500
1971,AB,Barley,31,2120,4877000,5689000,2302000,150080
1971,AB,Buckwheat,66,760,2850,9300,3750,188
1971,AB,Canola (rapeseed),97,900,725700,1988000,804500,70080
1971,AB,Corn for silage,0,0,0,0,0,0
1971,AB,Flaxseed,88,810,88900,271000,110000,7840
1971,AB,Mixed grains,35,2165,367400,419000,169600,12780
1971,AB,Mustard seed,75,845,15000,44000,17800,1122
1971,AB,Oats,32,1970,1558000,2443000,989400,50500
1971,AB,"Peas, dry",96,1650,11700,17600,7100,1118
1971,AB,"Rye, all",32,1505,152200,249600,101000,4920
1971,AB,"Rye, fall remaining",32,1550,141000,,,4559
1971,AB,"Rye, spring",32,1120,11200,23600,10000,361
1971,AB,Sugar beets,21.1,36500,620800,42045,17000,13097
1971,AB,Sunflower seed,99,565,3100,13600,5500,306
1971,AB,Tame hay,23.7,3740,4491000,2959000,1200000,106425
1971,AB,"Wheat, all",48,1780,2477000,3443000,1393000,118300
1971,BC,Barley,34,2030,160900,196000,79300,5542
1971,BC,Canola (rapeseed),97,795,11300,35000,14200,1095
1971,BC,Corn for silage,10.4,39620,210000,13000,5300,2194
1971,BC,Flaxseed,70,1000,100,300,100,7
1971,BC,Mixed grains,57,2560,7300,7000,2850,415
1971,BC,Oats,32,2200,79900,89600,36300,2590
1971,BC,"Peas, dry",62,2350,2350,2400,1000,146
1971,BC,"Rye, all",33,2335,1400,1400,600,46
1971,BC,Tame hay,30,6800,1415000,513000,208000,42510
1971,BC,"Wheat, all",46,2045,90200,109000,44100,4176
1971,CA,Barley,32,2315,13099250,13980500,5657500,412641
1971,CA,"Beans, all dry (white and coloured)",232,1730,79250,113200,45800,18362
1971,CA,Buckwheat,67,1100,54450,122400,49600,3630
1971,CA,Canola (rapeseed),95,1000,2165900,5341000,2161400,206625
1971,CA,Corn for grain,46,5165,2941500,1408100,569700,136718
1971,CA,Corn for silage,7.6,31000,9724000,772600,313000,73759
1971,CA,Flaxseed,87,795,568800,1767800,715350,49287
1971,CA,Mixed grains,40,2625,2183700,2054800,831600,86365
1971,CA,Mustard seed,72,1010,84200,206300,83500,6055
1971,CA,Oats,37,2030,5640550,7861900,3183550,208460
1971,CA,"Peas, dry",73,1610,52500,80800,32650,3838
1971,CA,"Rye, all",32,1440,556600,957100,386400,17714
1971,CA,"Rye, fall remaining",32,1460,533400,,,16979
1971,CA,"Rye, spring",32,1125,23200,50700,20600,735
1971,CA,Soybeans,109,1885,279800,367000,148500,30432
1971,CA,Sugar beets,20.1,33600,1103100,81096,32800,22215
1971,CA,Sunflower seed,120,790,76700,239400,96900,9238
1971,CA,Tame hay,22.1,4500,21948000,12053000,4885000,483998
1971,CA,"Wheat, all",50,1835,14411900,19406700,7852050,717322
1971,MA,Barley,32,2465,2047000,2052000,830000,65800
1971,MA,Buckwheat,69,1075,34850,80000,32400,2400
1971,MA,Canola (rapeseed),95,1160,272200,581000,235100,25800
1971,MA,Corn for grain,49,3025,11200,9100,3700,550
